oid
31561446
30114731
30031193
30373375
30893637
31810172
30331818
30193605
30375702
31435141
30202791
30712904
30982027
30874334
30209647
31367590
30320416
31364531
30182705
30032470
30345771
30001574
30099866
30574021
30228663
30307485
30358834
30911542
31146696
30256867
30909680
30050973
30295077
30138898
30213034
30688900
30408710
30001933
30263714
30399918
30548311
31169078
30097292
30324754
30068503
30216024
30216655
30312592
30041286
30147961
30937168
30157378
30043482
30087030
30022965
30234633
30211155
30240192
30217097
30356406
30375187
30418248
30122413
30230478
30191636
30910145
30360601
30940132
30058247
31796671
30113367
30471320
31355205
30358227
30940618
31692056
30098922
30128021
31687293
30100403
30280762
30354333
30073935
31455113
30407831
30242996
31787489
31799885
30269024
30362305
30027500
30381076
30033065
30093127
30175029
30766434
31391258
30380513
30260015
30409309
30251696
30333704
30326626
30260606
31693704
30064945
30330380
30998134
30027861
30661259
30749701
30297933
30463223
30279872
30255145
30276549
30924314
30253322
30215259
30090644
30106996
30176350
31471525
30074504
30099221
30046789
30118799
30949560
30063971
30329631
30086339
30223658
30307010
30397744
30154559
30126213
30295980
30155138
30006826
30097173
30029603
30077563
30883976
30326113
30218982
30912103
30940883
30328712
31890820
30278679
30915775
30370432
30188775
30200195
30334271
30882558
30943875
30099488
30274171
30684342
30172867
30550644
30053170
30127382
30055158
30390574
30355825
30089358
30250196
30287765
30236740
30116177
30334782
30239519
30206764
30107889
30178855
30310855
31623068
30610592
30017589
30169807
30172386
30291597
30265479
30124102
30159345
30346520
30047468
30282438
30343812
30936109
30076831
30489250
30566469
30079554
30367784
30171316
30895979
30211592
31174035
30479224
30885585
31717218
30107067
30173985
31453405
30306239
30939163
30214102
30405023
31421044
31345103
30366378
30386911
30432127
30169177
30370969
30059071
31523676
30325281
30031869
30389731
30599476
30254546
30052116
30888357
30224169
30146331
30008209
30210468
31539650
30293451
30175576
30281833
30400848
30226098
30440818
30262907
31010997
30198184
31719003
30898425
30761557
31606017
30634615
30037068
30052661
30146947
30078087
30034853
30593165
30080441
30222078
30942659
31264715
30220098
30072883
31109610
30889190
31244639
30317373
30155715
30245302
30935722
30227291
30194643
31647328
31065263
30045623
30008272
30125516
30275928
30418798
30114004
30384044
30224868
30051316
30374046
30266651
30303643
31148368
30347111
30137050
30017198
30338349
30912434
30129609
30640590
30219520
30476382
31765649
30229246
30269983
30057626
31371651
30771587
30237770
30538909
30197651
30283513
30869545
30199292
30344501
30101326
30093812
30940259
30059949
30137865
30061539
30070349
30246053
30158085
30066352
30301641
30342392
30791994
30147560
30094070
31418390
30181000
30318100
30906489
30808744
30357662
30898650
30335555
30116802
30040222
30889809
30220978
31655290
30092428
30393936
30151505
31489455
30104621
30085038
30093589
30378816
30210505
30056262
31162815
30443260
30412572
30336811
30968891
30910913
30692173
30308877
30160878
30530521
30661446
30883659
30393115
30118694
30185865
30314090
31520714
30299173
30184951
30246630
30077120
30413513
30280139
31701564
30339130
31436005
31609569
30743401
30424766
30177207
30931010
30026654
30018375
30083502
30189818
30051647
30105891
30107608
30120606
30055835
30176105
30319679
30003506
30042813
30298310
30915226
30376752
30257766
30272556
30302110
30077656
30164690
30240751
30289589
30296499
30313189
30071114
30385076
31001543
30028262
30817890
30303382
31619951
30097709
30134617
30367029
30383317
30323906
30880812
30998785
30396038
30235298
30019624
30384543
30110490
30082981
30066583
30226154
30914869
30104302
30053611
30198757
30164113
30072172
30030371
30076056
31404804
31882313
30081332
30321291
31488003
30094970
30050261
30066153
30679901
30900714
31515451
30897910
30026002
31749755
30328155
31541296
30304424
30152104
30141014
30186732
30790880
31508484
30121788
30124777
30406754
30068927
30036557
30341397
30046208
30889632
30351937
30322344
30025755
30398641
30035640
30332643
30340534
30290524
30222664
30017972
30892759
30016775
30158726
30038579
30091803
30068228
30535031
30394991
30871553
30150405
30208483
30201417
30889361
30302647
30404070
30933146
30284508
30270770
30301139
30146504
30143174
30247111
30350129
30422827
30340059
30420566
30194110
30454199
30026173
30231546
30267284
30268341
30062328
30311368
30416472
30795527
30953270
30261721
30285497
30324383
30268195
30261191
30187261
30209202
30476875
30275661
30423610
30205195
30873365
30406119
31317527
30392368
30107304
30780672
30892320
30315883
30254019
30067833
30902740
