oid
30978155
31406260
31642611
30422024
30160323
30371556
30144259
30351242
30249008
30195140
30049054
30216981
30910836
30526216
31889914
31400257
31499841
30379926
31779593
30103572
30292792
30062467
30196681
30044970
30272943
30095616
30369799
30054621
30214329
30102987
30899123
31389610
30136135
30342921
30347806
30381917
30109773
30286684
30962985
30385753
30442418
30331223
30073420
30450450
31713518
30901920
30163486
30220549
30806820
30887592
30361230
30033842
30078562
30217782
30030784
30065618
30048131
30093358
30906714
30149153
30028859
30934509
30913457
30231007
31339050
30311747
30857469
31570612
30297192
30241536
30310457
30365839
30424119
30372844
30178032
30233934
30042939
30213815
30353724
30293954
31694514
30640907
31250573
30364452
30388141
30170829
31318993
30181970
30173422
30145358
30165951
31164744
30660717
30135136
30929926
30264838
30323215
30318900
30939464
30188124
30603722
30225603
30200796
30089677
31681869
30308422
30024230
30244152
30793918
30599807
30939763
30121171
30203863
30197142
30378245
30243621
30088993
30128668
30166496
30365003
30779622
30218409
30094449
30082019
30152642
30221525
30207229
30289014
30914164
30119384
30109008
30183008
30208032
30079057
30162613
30181593
30305472
30126320
30075275
31631399
30165383
31464227
30264363
30142087
30445896
31407304
30669704
30288373
30410162
30789796
30095469
30021960
30061020
30309366
30316666
30907805
31363867
30156791
30417419
30217044
30183669
30193068
30255752
30372337
30153213
30232702
30217491
31517071
30167636
30252389
30901399
30120009
31026620
30258311
30893124
30271689
30344962
30205752
30902229
30932083
30402718
31833874
30275116
30891949
30448887
30249683
30983085
30084043
31300448
30403511
30327205
30387424
30168696
30050624
30362842
30353115
30377708
30192225
30203334
30237251
30195615
30232023
30368535
30130712
30117509
30357019
30941971
30185688
31441095
30110980
30180197
30132175
30071579
30277672
30133996
30924805
31128362
30020727
30354978
30239022
30161978
30419609
30075525
30133457
30236037
30314593
30880127
30242511
30156258
30250825
30262320
30336070
30672960
30414434
31791661
30425609
30170350
30376065
30069478
30029996
30273514
30318525
30102183
31233574
30140011
30112720
30405610
30087733
30054124
31018764
30638218
31552228
30548678
30943306
31460095
30174518
30127055
30063550
30233383
31773764
30123569
30027151
31312614
30212345
30196142
30179508
30382522
30845186
30803243
30352580
30102304
30363529
30369100
30673639
30184886
31133089
30058666
30299638
30105340
30148600
30068750
30190793
30216710
30966766
30327716
30337610
30745323
30067334
30202080
30379357
30111395
30159748
31474068
30391395
30937661
30206235
30133406
30123058
30149748
30204418
30075396
30244693
30633981
30248140
30161409
30411686
30889862
30153814
31073673
30428262
30259012
30056967
30359345
30410913
30386284
30455050
30365322
30304997
30638840
30115502
30215080
30815107
30256366
30098567
30415381
30401719
30388928
30167025
30770038
30377361
30315368
30228032
30150938
30930505
30359876
30421297
30646797
30098134
30087984
31173482
30396879
30935373
30223087
30300595
30031472
30869986
30349062
30846181
30110743
30238393
30229935
30082800
30064608
30168149
31015428
30029256
30933561
30903953
31583446
30899478
31384582
30171847
31230351
30044361
30266088
31602644
30059524
30348393
30756823
